datetime,C/A,Unit,SCP,Station,Line Name,Division,Description,Entries,Exits,EntVal,ExtVal,Valid
12/23/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,57955,28852,0,0,1
12/23/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,57971,28857,16,5,1
12/23/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58015,28873,44,16,1
12/23/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58043,28899,28,26,1
12/23/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58078,28931,35,32,1
12/23/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58088,28960,10,29,1
12/24/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58091,28969,3,9,1
12/24/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58100,28971,9,2,1
12/24/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58130,28986,30,15,1
12/24/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58178,29001,48,15,1
12/24/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58204,29034,26,33,1
12/24/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58225,29056,21,22,1
12/25/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58230,29060,5,4,1
12/25/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58240,29062,10,2,1
12/25/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58257,29074,17,12,1
12/25/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58285,29090,28,16,1
12/25/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58310,29113,25,23,1
12/25/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58325,29131,15,18,1
12/26/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58329,29136,4,5,1
12/26/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58428,29147,99,11,1
12/26/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58590,29173,162,26,1
12/26/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58665,29205,75,32,1
12/26/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58788,29288,123,83,1
12/26/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58809,29340,21,52,1
12/27/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,58813,29353,4,13,1
12/27/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59034,29361,221,8,1
12/27/2017 7:54,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59167,29363,133,2,1
12/27/2017 8:22,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59230,29365,63,2,1
12/27/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59367,29376,137,11,1
12/27/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59479,29420,112,44,1
12/27/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59559,29522,80,102,1
12/27/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59578,29587,19,65,1
12/28/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59584,29599,6,12,1
12/28/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59677,29610,93,11,1
12/28/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59893,29637,216,27,1
12/28/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,59972,29684,79,47,1
12/28/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60044,29814,72,130,1
12/28/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60070,29864,26,50,1
12/29/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60075,29878,5,14,1
12/29/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60243,29885,168,7,1
12/29/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60606,29906,363,21,1
12/29/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60702,29960,96,54,1
12/29/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60783,30051,81,91,1
12/29/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60816,30102,33,51,1
12/30/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60816,30117,0,15,1
12/30/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60837,30124,21,7,1
12/30/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60893,30141,56,17,1
12/30/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,60952,30154,59,13,1
12/30/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61000,30194,48,40,1
12/30/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61018,30224,18,30,1
12/31/2017 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61023,30233,5,9,1
12/31/2017 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61035,30237,12,4,1
12/31/2017 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61059,30246,24,9,1
12/31/2017 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61095,30276,36,30,1
12/31/2017 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61120,30311,25,35,1
12/31/2017 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61138,30340,18,29,1
1/1/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61147,30350,9,10,1
1/1/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61155,30357,8,7,1
1/1/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61175,30365,20,8,1
1/1/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61209,30379,34,14,1
1/1/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61239,30396,30,17,1
1/1/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61258,30410,19,14,1
1/2/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61260,30416,2,6,1
1/2/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61385,30430,125,14,1
1/2/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61699,30451,314,21,1
1/2/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61760,30479,61,28,1
1/2/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61809,30604,49,125,1
1/2/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61826,30663,17,59,1
1/3/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61830,30678,4,15,1
1/3/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,61993,30685,163,7,1
1/3/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62331,30717,338,32,1
1/3/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62407,30758,76,41,1
1/3/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62468,30862,61,104,1
1/3/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62479,30910,11,48,1
1/4/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62484,30917,5,7,1
1/4/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62559,30925,75,8,1
1/4/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62655,30953,96,28,1
1/4/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62686,30992,31,39,1
1/4/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62707,31035,21,43,1
1/4/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62717,31044,10,9,1
1/5/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62721,31050,4,6,1
1/5/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,62806,31054,85,4,1
1/5/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63106,31074,300,20,1
1/5/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63181,31111,75,37,1
1/5/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63297,31196,116,85,1
1/5/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63328,31251,31,55,1
1/6/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63335,31263,7,12,1
1/6/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63394,31277,59,14,1
1/6/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63539,31296,145,19,1
1/6/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63676,31310,137,14,1
1/6/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63824,31347,148,37,1
1/6/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63868,31370,44,23,1
1/7/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63870,31383,2,13,1
1/7/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63881,31385,11,2,1
1/7/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63900,31390,19,5,1
1/7/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63921,31400,21,10,1
1/7/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63938,31414,17,14,1
1/7/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63945,31438,7,24,1
1/8/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,63951,31447,6,9,1
1/8/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64092,31454,141,7,1
1/8/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64438,31479,346,25,1
1/8/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64481,31509,43,30,1
1/8/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64523,31631,42,122,1
1/8/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64554,31703,31,72,1
1/9/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64557,31717,3,14,1
1/9/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,64894,31723,337,6,1
1/9/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65490,31743,596,20,1
1/9/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65543,31800,53,57,1
1/9/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65616,31909,73,109,1
1/9/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65631,31978,15,69,1
1/10/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65633,31993,2,15,1
1/10/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,65802,32000,169,7,1
1/10/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66172,32015,370,15,1
1/10/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66220,32045,48,30,1
1/10/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66277,32143,57,98,1
1/10/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66289,32216,12,73,1
1/11/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66294,32222,5,6,1
1/11/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66431,32228,137,6,1
1/11/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66746,32254,315,26,1
1/11/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66792,32278,46,24,1
1/11/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66842,32399,50,121,1
1/11/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66861,32479,19,80,1
1/12/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,66864,32489,3,10,1
1/12/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67005,32498,141,9,1
1/12/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67269,32523,264,25,1
1/12/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67319,32557,50,34,1
1/12/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67362,32705,43,148,1
1/12/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67384,32759,22,54,1
1/13/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67387,32777,3,18,1
1/13/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67404,32783,17,6,1
1/13/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67439,32802,35,19,1
1/13/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67498,32810,59,8,1
1/13/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67531,32860,33,50,1
1/13/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67550,32878,19,18,1
1/14/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67552,32892,2,14,1
1/14/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67560,32896,8,4,1
1/14/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67585,32905,25,9,1
1/14/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67613,32918,28,13,1
1/14/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67641,32936,28,18,1
1/14/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67652,32957,11,21,1
1/15/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67655,32970,3,13,1
1/15/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67728,32979,73,9,1
1/15/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67808,32995,80,16,1
1/15/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67846,33024,38,29,1
1/15/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67882,33085,36,61,1
1/15/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67900,33122,18,37,1
1/16/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67901,33131,1,9,1
1/16/2018 6:21,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67989,33139,88,8,1
1/16/2018 6:22,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67990,33139,1,0,1
1/16/2018 6:24,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67990,33139,0,0,1
1/16/2018 6:25,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67993,33139,3,0,1
1/16/2018 6:26,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67997,33139,4,0,1
1/16/2018 6:28,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,67998,33139,1,0,1
1/16/2018 6:29,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68000,33139,2,0,1
1/16/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68075,33144,75,5,1
1/16/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68424,33168,349,24,1
1/16/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68488,33192,64,24,1
1/16/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68526,33310,38,118,1
1/16/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68542,33383,16,73,1
1/17/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68547,33401,5,18,1
1/17/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,68713,33408,166,7,1
1/17/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69023,33426,310,18,1
1/17/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69065,33453,42,27,1
1/17/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69106,33557,41,104,1
1/17/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69120,33613,14,56,1
1/18/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69121,33621,1,8,1
1/18/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69289,33626,168,5,1
1/18/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69672,33659,383,33,1
1/18/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69745,33698,73,39,1
1/18/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69803,33817,58,119,1
1/18/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69812,33893,9,76,1
1/19/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69817,33904,5,11,1
1/19/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,69960,33910,143,6,1
1/19/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70276,33928,316,18,1
1/19/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70322,33962,46,34,1
1/19/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70366,34054,44,92,1
1/19/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70381,34114,15,60,1
1/20/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70385,34127,4,13,1
1/20/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70400,34129,15,2,1
1/20/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70448,34144,48,15,1
1/20/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70481,34159,33,15,1
1/20/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70517,34207,36,48,1
1/20/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70527,34226,10,19,1
1/21/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70528,34234,1,8,1
1/21/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70540,34237,12,3,1
1/21/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70570,34246,30,9,1
1/21/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70594,34252,24,6,1
1/21/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70609,34272,15,20,1
1/21/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70624,34297,15,25,1
1/22/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70625,34311,1,14,1
1/22/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,70761,34319,136,8,1
1/22/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,71042,34347,281,28,1
